Username,Rating,Date and Time,Comment
r*****1,5,2023-02-25 02:46,"Quality:Sobrang lakas.
Suitability:magdedepende sa unit ng sasakyan po. magagawan naman ng paraan.
Appearance:parang legit naman.

Maganda naman pagkakabalot. Mukhang legit naman. At nung sinalpak na. Ang ganda."
m*****1,5,2023-01-19 07:57,"Appearance:well package
Quality:very good
Suitability:very good

Hi seller, thank you for the replacement of the items.
All LED’s are working good! Already installed to my car. Thank you very much. We’ll order again! Recommended seller!"
n*****5,5,2022-12-17 14:43,"Quality:good
Suitability:good
Appearance:superb

Worth s price nya..maGanda ang item..sna tumagal..d q p na install s auto..legit seller.highly recommended s mga kaibigan..thank u seller & shopee."
,5,2023-11-26 07:04,"Appearance:very good
Quality:very good
Suitability:very good"
vinz030694,5,2024-09-08 14:23,"Suitability:ok sakto
Appearance:ok
Quality:Good

Sana tumagal.. di sia ganun kalakas . Pero ok narin sa price nia 6k lumens"
bryannencinares,5,2023-01-28 14:25,"Suitability:10
Appearance:10
Quality:10

Original na original quality Ang itsura Hindi mumurahin lang"
kramyabar,5,2024-05-04 21:00,"Quality:Great
Suitability:Great
Appearance:Great

Sa una hinde namin alam paano ikabit pero mayroon naman how to install videos sa youtube at naikabit nman ng wlang issues."
roelescudero,5,2022-11-05 09:23,"Appearance:Very Good
Quality:Very Good
Suitability:Very Good"
ramirura8262,5,2024-04-06 08:56,"Quality:very good
Appearance:very good
Suitability:very good

okay na okay sya kaka salpak lang namin sa crosswind malakas talaga sya, sana tumagal ty seller at kay suking rider 🫡 order uli ako sa sunod!!"
virgmariano,5,2022-10-27 02:01,"Appearance:10/10
Quality:10/10

-bilis ng pagkakaship. safe sya nakarating,secure ang box

-nasubukan ko na at nasilaw ako sa ganda. lumiwanag na ilaw ng heal light ng auto ko. pwede na makipag bulagan sa nakasalubong

- highly recommend tong seller nato. 
salamat sa uulitin.  chao!"
d*****a,5,2022-08-18 03:33,"Appearance:good
Quality:good
Suitability:good

Item was shipped immediately, five stars for fast delivery. There was no bubble wrap to protect the package, hope this thing isn't damage during it's shipment. Hope this works well. Five stars for now."
serrano.jorene,5,2023-09-11 09:54,"Appearance:good
Suitability:good
Quality:good

sana tumagal..."
jerumjabbs,5,2023-05-10 07:10,"Quality:💯 quality
Suitability:easy to install
Appearance:angas Ang dating

Panalo Ang porma sakto Sa vios  ko highly recommended  this store salamat po seller"
erwinfrancisco139,5,2024-01-15 12:26,"Quality:Solid
Suitability:Good
Appearance:Good

Thank you"
m*****r,5,2024-07-01 02:09,"Suitability:Perfect.
Appearance:Amazing
Quality:Excellent"
yoggie1126,5,2024-01-19 03:24,"Suitability:10
Quality:10
Appearance:10

Di ko pa na try. Edit ko na lang yung comment kung sakali."
,5,2022-06-23 14:29,Ganda ng product lakas naman ilaw heheh thanks seller😘😘
i2v2egovz0,5,2022-09-21 06:34,"LED lights installed and working fine. So easy to install. Plug and play lang. It also helped a lot na may indicator dun sa item sa proper alignment.
Delivered quick too. 
Thank both the seller and courier."
mpabl002,5,2023-11-03 20:30,"Suitability:100%
Appearance:100%
Quality:100%

The product is good. Very fast delivery. It is very affordable. Sana magtagal. I am so happy with the purchase. Sobrang liwanag."
j*****a,5,2023-01-11 07:04,"okay sa 2014 Ford Everest.
Size H4 sa headlight H11 sa foglight
Thanks"
cjgardose,5,2024-10-06 10:17,On Fortuner 05. Super sulit for the price. Easy to install.
x9olcftub0,5,2022-05-18 08:56,"Ang malakas na output ng liwanag ay tulad ng ipinapakita sa figure, napakahusay na ginagarantiyahan ang aking paglalakbay sa gabi, napakasaya ko, at ang bilis ng paghahatid ay napakabilis din, ito ay nagkakahalaga ng pagrekomenda👏👏👏👏👍👍👍"
dloberanes,5,2023-07-23 14:10,"Suitability:Excellent
Quality:Excellent
Appearance:Excellent"
g*****4,5,2023-04-13 12:20,"Thank you seller for these items. Nth time of ordering from this seller. Items were of good quality as usual and is durable as well. Seller may not respond to queries often but i assure you that their products are of good quality. Looking to more transactions with this seller. God bless everyone.
Ps. Sorry pics not related to items 😅"
riclendilig,5,2022-10-30 15:10,"Salamat po! Safe na safe po dumating ang item 😊 salamat po kay seller at mabilis din naman nadeliver, Makakaulit po ng order pag nagka budget ule maraming salamat po 😊✌️"
jesskateluc,5,2023-08-12 08:31,Super doper maganda para sa toyota wigo ko... Salamat seller. Sa insakto led light para sa car ko. Salamat talaga 5star ka s akin... Dito na kayu bumili swabe sa bulsa swabe sa ilaw.. Mark my word mga ka LED.
p6op1rvw744jukolcxq2qp7zaihn,5,2024-02-21 11:37,"Suitability:good
Quality:very good sana tomagal sa aking lancer super liwang ang ilaw bibili pa ako uli para may reserba ako kc lagi long distance ang biyahe ko mairecomenda ko itong ilaw na to sa mga hindi pa nakasubok subokan niyo maganda siya.
Appearance:good

Super liwanag very good."
ezekielreyesmiranda,5,2024-01-03 04:10,"Appearance:exccelentooooo
Quality:excelentooo
Suitability:excelentoooo

Mga pre bili na kayo dito! Kung di kayo bibili dito edi wag hahaha basta goods na goods tong novsight nila and umaaandar ng maayo and walang sira and sobra liwanag parang kukunin kana. Hahaha yun lng salamat seller!"
davebosaing,5,2023-01-26 04:33,"Appearance:very good
Quality:excellent
Suitability:excellent"
nardnidom,5,2024-01-24 07:22,"Suitability:good
Appearance:good
Quality:good

I recomend this shop, napakabilis dumating and very responsive c seller. Sa item naman, legit talaga, what you see is what you get. Kelangan mo lang talaga alamin kung ano talaga ang para sa sasakyan mo pra di rin magkamali ang ipapadala sayo. Thanks ulit....."
m*****e,5,2022-08-21 10:16,Appearance:Good quality! Satisfied customer here.
w*****z,5,2022-10-23 10:27,"Appearance:nice. ganda.
Quality:matibay
Suitability:suitable to any car.

Iadjust mo lang yung sasalpakan ng bulb. Basta make sure di gagalaw. 😁
Kudos seller and shopee."
drewdriel,5,2024-09-29 15:45,"Quality:Good Item
Appearance:100%
Suitability:100%

Thank you seller for safe packaging and no damage item, Brand new Novsight LED. This item good for night ride."
bonbonline,5,2024-03-24 23:17,Ok naman mabilis dumating yung product well packed siya at as good as its advertise.what you see is what you get legit items po recomended ko yung seller na to keep up the good work seller.
rockylaguiab,5,2023-01-03 11:58,"Quality:good
Suitability:fit naman sa vios ko 2012 model
Appearance:good

I was just installed in my car, so i wish na magtatagal, siguro bibili uli ako maganda"
ilvinhiezoposuarez,5,2024-07-23 13:37,"Appearance:good
Quality:good
Suitability:good

Well package safely delivered good quality and rider is good and ready for the next one to be delivered perfect thank you"
eriqalisasis,5,2023-12-28 14:32,"Appearance:very good
Quality:very good
Suitability:very good"
alextacdol657,5,2023-12-20 12:03,"Suitability:Sakto sa Mirage G4 sobrang daling ikabit
Quality:matibay
Appearance:goods na goods

Maganda yung product the best sobrang bilis dumating din. Sana tumagal"
gracielapangandianaguilar,5,2023-11-02 00:02,"Appearance:good
Quality:good
Suitability:good

Ok nman d k p maxado na checheck  let me see kapag install na sa kotse Namin Sana maging ok naman siya at magtagal...mukhng la naman damage Ng product at nka bubble wrap Naman thank you seller at rider delivery..."
m*****s,5,2023-12-09 06:41,"Appearance:DEFINITELY 100%
Quality:1000000%%
Suitability:100000%%

Honestly it fitted well for my Fortuner 2007, infact I didn't expect for a 10k lumens to be that bright.
The seller is very accommodating and legit ang products nila.
Hindi peke at hindi nagbubust yung led nang binebenta nila, tska the led light doesn't glare any motorists sa kalsada kasi properly alligned yung pag install ko.
At first akala ko mapupundi siya After 1 month or 2 months pero the results is really amazing.
Iv'e been using the lights for 5 months na, sana tumagal yung ilaw ko hehe
So far wala namang nag flicker sakin sa kalsada dahil sa ilaw ko.😅
Kudos to the seller godbless you! 🤩
Wala pa yung video ko and photos"
joycecarpitanos,5,2023-03-04 15:25,"Appearance:very bright
Quality:very good
Suitability:suits my wigo 2016

I used it on wigo 2016 and avanza 2010. It fits well, it works well. It did not disappoint. Will super recommend!! Media just for coins."
p*****y,5,2024-03-21 10:30,"Suitability:Very Good
Quality:Amazing
Appearance:Same as photos

Easy to install, some delay though from when turning off from high beam to low beam. But it gets the job done. Thank you seller!"
deoangelicosabado,5,2024-01-01 03:07,"Quality:excellent
Suitability:excellent
Appearance:excellent

Parcel arrived as expected with complete sealed package..sulit ang ganda ng product..thank you seller"
kickass3,5,2024-05-24 13:00,"Quality:excellent and impressive

Wow! Just finished installing it in my Chevy Orlando! She now has new white bright eyes 😇So happy with it 😇 great value for money.. great product! Thank you seller"
jabs_0808,5,2023-01-26 05:20,"Quality:10/10
Suitability:10/10
Appearance:10/10

It works really well and the way the seller wrapped the item was brilliant! I will order soon! I really appreciate the item!
u got 5stars for me!!!"
emgasid,5,2023-11-06 11:00,"Quality:Excellent
Suitability:looks excellent, we'll see
Appearance:Excellent

mabilis dumating yung item
kung ano yung nasa pic and yung liwanag same
naguupdate si seller via messages sa shoppee
approved!"
r*****n,5,2023-12-01 10:08,Napakabilis ng shipping and delivery nya wala pa ytang 3 days kasi pagorder ko to receive agad ehh kaya kudos much sa seller
d3tj_97x34,5,2022-04-02 10:30,"Nice product, the seller is very responsive to my queries. Also, the product is good. I install immediately this LED bulb in my car when I received the parcel. the item is well packaged and I am very much satisfied with this product. Hope this will last long.Recommend you to buy!"
8*****p,5,2023-12-07 13:06,"Suitability:good
Appearance:good
Quality:good

Hindi ko p sya nagagamit,maganda naman pagkakabalot mabilis syang dumating salamat seller,shoppe at rider"
jheyrodan,5,2023-05-01 10:49,"Suitability:nice
Appearance:good

Tnx seller 2times n aq nag order"
xkengggg,5,2023-08-06 06:00,"Appearance:maganda
Quality:ayos na ayos
Suitability:Very good

Sealed ang packaging nila kaso may mga yupi lang , pero maganda pa din yung products nagana lahat at malakas"
dhondhon060,3,2023-10-16 11:15,"Suitability:good
Appearance:saktu lng..mura lng din kasi....
Quality:good"
marlond.dulatre,5,2023-08-10 05:58,"Quality:very good
Suitability:very good
Appearance:very good

Pag nakalow prang mas maliwanag pa sa low ng navara ko. Maliwanag sa gabi as per wifey. Mirage g4 unit pinaglagyan ko. 
Sana tumagal, ang worry ko lang pag nagpa engine wash ako bka mabasa. Sana masagot ni supplier if ok lang mabasa pag hindi patakpan ko n lang if maalala ko😂."
vinsantos122,4,2022-12-16 22:01,"Appearance:good

bilis dumating...dko p nakabit sana working pareho ung ilaw...pra maging suki si seller..."
majinbu1106,5,2023-12-29 23:39,"Appearance:the best
Suitability:the best
Quality:the bedt

Recommnmended seller"
akosilawrencecaps,5,2024-01-12 02:22,"Suitability:Good
Appearance:Good
Quality:Very good"
yelnatsnaitsirhc,5,2022-10-27 23:19,"Quality:Superb
Suitability:Perfect
Appearance:Amazing

Very good upgrade for your LED! Amazing quality. Need lang  magpalit ng luminaire ata for better quality. Seller is responsive."
k*****8,5,2023-12-19 01:49,thank you for sending complete items and in good condition. items are individually packed. items are same as shown in the picture.it came earlier than expected.will order again soon
h*****y,5,2023-05-05 05:00,"Quality:Nice
Appearance:Great
Suitability:Good

Thanks seller and rider"
unokwatrosais,5,2024-05-23 02:51,"Appearance:good
Quality:I think it's good
Suitability:good

Nice and fast delivery"
cramtreblazedlav,5,2023-02-01 04:47,"Appearance:nice product

maliwanag sya malakas. quality"
jeffire,5,2023-02-24 05:32,"Suitability:GOOD
Appearance:GOOD
Quality:GOOD

Photos ano video are not related sa product. Anyway, working yung ilaw nya maliwanag saktong sakto sa toyota wigo."
ladymaddogz,5,2023-06-14 07:41,"Quality:💯 good
Suitability:good
Appearance:💯

Thank you Po"
cheken21,5,2023-07-11 06:49,"Quality:awesome
Appearance:perfect
Suitability:plug and play to my yamaha r3

Thank you seller❤️"
nelsonedwardmalacaman,5,2024-07-10 00:21,"Appearance:perfect
Quality:good
Suitability:good

Pag lagay sumabog ang 10amp fuse for left head light ng revo ...
Pinalitan k ng 15amp fuse ... All goods na thanks seller... 
May 2 p n sasakyan para palitan ng orion headlights cant wait to buy again..."
hfv9yzfcdc,5,2024-01-08 22:58,"Quality:good
Suitability:good
Appearance:good

Maganda sya and sulit for its price. Plug and play literally. Solved na solved na si wiggy d na natatabunan yung ilaw nya pag may kasalubong👌"
achillespitt,5,2023-12-05 10:29,"Suitability:perfect
Appearance:great
Quality:good

seller is responsive 
perfect fit for my honda city 2016 model
hope it will last long."
yakal62,5,2024-03-25 04:49,"Quality:Superb
Appearance:Excellent
Suitability:Perfect"
linggay23amazarray,5,2022-11-29 15:21,"Appearance:good
Quality:good
Suitability:Avanza 2017"
m*****n,5,2023-01-02 14:21,"Appearance:good
Quality:good
Suitability:good

All working hope will last"
l*****3,5,2023-04-09 08:34,Highly recommended! Was very pleased to drive again at night because of these! Delivery was fast. It came a day after ordering it on line. The product is easy to install without the help of a professional. Compared to the cost and the quality this is worth it
napoleonmontejojr.,5,2023-12-07 06:02,"Suitability:10/10
Quality:10/10
Appearance:10/10

Delivered early as expected."
b*****8,5,2022-08-03 05:03,"Appearance:excellent
Quality:excellent
Suitability:excellent

Napakaganda! Ginamit ko sa honda city idsi hindi nakaka silaw sa mga kasalubong at very easy to install. Thanks seller!"
p*****0,5,2023-11-08 12:38,"Quality:Looks high quality
Appearance:Very Well packed
Suitability:Will be installing it soon

Over all Thumbs up to the Seller for items looking high quality and as well its packing. Hope this product will last. Will update soon👍👍"
luczonvincent,5,2023-11-20 12:01,"Quality:10/10

Good quality, malakas. Sana mag tagal 😊"
rodienmatibag,5,2023-02-26 11:52,"Appearance:very good
Quality:very good
Suitability:very good

Okay ang product na ‘to malakas ang liwanag niya, pero hindi ko pa nasubukan sa gabi sana tumagal"
ricille27,5,2023-04-22 06:47,"Quality:good
Suitability:Effective
Appearance:handy

Very usefull lalo na sa long ride  kailangan magbyahe ng madaling araw Maganda ang lakas at liwanag talaga"
josephlanzcapuyan,5,2024-05-27 11:41,"Appearance:Good
Quality:Good
Suitability:Good"
enricojrhmemije,5,2022-12-10 01:19,"Appearance:9/10
Quality:9/10
Suitability:9/10

Fit sa RS200"
samdorwinnesdou,5,2024-08-17 21:54,"Quality:good
Suitability:good
Appearance:good

Jesus, thank You for Your life on earth. giving us access to Your wisdom, Thank You for guidance, and teaching As we go through life together as Your followers, help us to encourage and remind each other of Your Word. Thank You for giving us the opportunity to worship and praise You together. Amen."
jabroni_03,5,2024-08-16 13:23,"Quality:10/10
Suitability:10/10
Appearance:10/10

Before mo install basahin mo yung naka sulat sa orange tag, para sure gumana siya. 24 hour shipping"
erhonniethan,5,2024-02-29 02:32,"Appearance:very good
Quality:very good
Suitability:very good

Mganda ,, secured ung items at mabilis pa dumating, salamat sa sealer highly recommend.."
jnthanf,5,2022-10-04 03:23,"good quality, fast delivery, 5 star deserved"
vincekyrie06,5,2023-01-28 18:27,"Appearance:amazing
Quality:amazing
Suitability:amazing"
d*****e,5,2023-03-20 23:58,"Quality:8/10
Appearance:10/10

Nice product! Great improvement sa stock halogen ng 89 corolla ko. Noticable din yung decrease sa consumption sa battery!"
jomeda0805,5,2024-09-13 03:33,"Appearance:Good
Suitability:Matched with my Toyota Innova
Quality:Looks good"
hunyotifa143,5,2022-09-23 13:50,"Appearance:good
Quality:good
Suitability:good"
armark_cb24,5,2024-08-15 13:11,"Quality:good
Suitability:nice
Appearance:nice

My car is a mirage hatchback, ok Naman Ang fit, mas malakas din Ng konti sa stock lights tsaka naka tint kasi ako kaya parang kulang pero pag lumabas ka sa car, malakas Naman Siya, nasisilaw mga kasalubong sa low beam niya. Ok narin for it's price, hopefully magtagal itong product na ito,  for the deliveries ok din mabilis din dumating Yung order. Working both lights, easy to install."
baselioquinlog,5,2023-09-03 13:10,"Suitability:good
Appearance:good
Quality:good"
abdulradfyabdullah,5,2024-10-28 09:40,"Suitability:👍🏾
Appearance:good 👍🏾
Quality:good 👍🏾"
y*****7,5,2023-05-24 21:55,"Quality:good
Appearance:good
Suitability:good

picture not related
medyo nahihinaan ako parang same lang ng buga sa stock pero working naman sana tumagal. pogi na din ilaw kasi led na at mas tipid na siguro sa battery hehehe"
r_johann,5,2023-12-21 03:34,"Suitability:Perfect
Appearance:Nice
Quality:Good"
d1z756boy_,5,2024-07-14 13:29,"Appearance:10/10
Quality:10/10
Suitability:10/10

next time paki ballot na bubble wrap"
cycy2328,5,2023-11-03 04:52,"Appearance:kung ano ang order mo yun din tlga.updated c reseller laging ng update kung naship na ba nila tapos svhan kapa kung my damage mgsabi lang.
Quality:10 over 10"
ronbaniladiv,5,2024-04-24 09:47,Quality:the products  is good quality and i received in a time
marvinthemartian101,5,2024-04-06 06:45,"Appearance:Super Ganda
Quality:High Quality tlaga xa
Suitability:Hope tumagal

Medyo ngda doubt aq nung una khit mdami reviews na magnda. Pero pagdating nilagay q agad at d nga aq ngkamali. Super ganda nya at npaka sturdy.

Muka xang matibay at pinag isipan tlaga! 

Oorder ulit aq next time. Very satisfied aq xa pagbili.

Thank you so much xa seller and xa npaka bait na rider! ❤️"
y*****8,5,2024-06-27 02:45,"Quality:good
Appearance:good
Suitability:good"
s*****e,5,2024-05-13 11:05,"Suitability:goods
Appearance:goods
Quality:goods

Napaka ganda nag test ako sa liblib na lugar at walang post lamp okay ang LED headlight nato salamat sana tumagal ty"
alexpineda013,5,2023-08-19 07:28,"Appearance:Good
Quality:Good
Suitability:Good"
wymi_50fn3,5,2023-12-21 03:49,"Suitability:good
Quality:good
Appearance:good"
tanruian,5,2022-12-29 07:26,"Suitability:Exceleent
Appearance:Excellent
Quality:Excellent

The product fits verywell to my suzuki transformer mini truck. Thank you seller and shopee, God Bless"
donaldgamido10,5,2023-05-25 02:37,"Quality:goods
Suitability:goods
Appearance:goods

Fit sya sa fog light wigo.. legit po ang shop.. ty seller.. sa uulitin.. headlight nman.."
mohdsaidringiagunting,5,2022-12-22 10:49,"Appearance:Nice
Quality:Good

Sobrang liwanag, sulit talaga yung item. At mabilis na naipadala. Salamat sa seller."
biancainnap.querol,5,2023-09-17 02:19,"Quality:100%

2nd order to this shop mganda ung items at tlagang sulit ung pgbili ko dahil masaya ung jowa ko sa bago niang ilaw na led headlights thanks seller❤️❤️❤️"
ernestramonmalanta,5,2023-11-29 11:28,"Suitability:9006 socket. fog lights
Quality:brandnew 75 watts
Appearance:new

Fog light po yan. Ang super liwanag. Tinalo pa yung hi beam na 120 watts Halogen lamp."
msfayerojas,5,2023-10-12 06:18,"Appearance:vg
Suitability:vg
Quality:vg"
ebuisan85,5,2024-02-18 05:00,"Appearance:10/10
Quality:10/10

Di pa nakabit pero ang ganda ng quality, thank you seller! Will order from this store again."
annemanalang,5,2024-02-08 17:42,"Quality:great
Suitability:angkop
Appearance:legit

The headlights I used in the car were just stock. it's blurry but when I used this head light it was very beautiful. the headlights was bright. I won't have trouble driving anymore. legit it's worth the price and there are many good reviews"
j*****n,5,2023-08-26 05:36,"Suitability:Good
Appearance:Good
Quality:Good

Not related picture and video for contemporary, everything is good for its price, nothinh to be worried since the item it self was built to satisfy the needs specifically does the job, and now I am grateful with it to be honest."
albertpacson_27,5,2022-12-05 05:28,"Thankyou seller napaka safe ng balot, maganda ung items!!🎉😇"
jannozamora,5,2023-09-24 06:19,"Quality:Very Good
Appearance:Very Good
Suitability:Very Good

Ganda ng ITEM, subrang liwanag!!"
justine.vill,5,2023-11-04 04:09,"Quality:very good

ganda inorder ko sya ng Thursday 2 days palang dumating na napakahusay ng seller nito 👏👏👏"
vhince_1234,5,2023-12-15 04:52,"Appearance:100
Quality:100
Suitability:100

nice seller"
piaamaccss,5,2023-09-11 13:34,"Suitability:10/10
Quality:10/10
Appearance:10/10"
allangebeta,5,2024-01-06 13:21,"Appearance:good
Suitability:good
Quality:good

Goods nko sa ilaw at liwanag nya"
cjevangelista29,5,2023-10-04 12:00,Perfect fit! Malakas pati ang ilaw. Nakakatuwa itong pruchase na ito para sa mga kotse nyo mga boss. Highly recommend 🫶👌
t*****9,5,2024-08-13 22:55,"Appearance:Good
Suitability:Good
Quality:Good"
radsilario,5,2023-07-23 07:40,"Quality:very good
Suitability:very good

Thank you seller I receive the items in good condition  already tested and working good hopefully will last..👍👍tumbs up.."
yhankeedear,5,2022-10-03 13:04,"The item was well packed. Haven't unboxed it yet, waiting for my cousin to install it. Hopefully, this will serve its purpose and sana durable sya. Thank you seller and sa nagdeliver po.

Update: maganda sya, all lights are working, anlinaw pa."
patrick0899,5,2023-01-02 11:00,"Suitability:better car lighting on night time
Appearance:Package is intact
Quality:Great materials for its price

for the buyers I’ll suggest to get 15000 Lumens type if you have a projector Low beam headlight"
r*****0,4,2024-02-02 12:38,"Suitability:ok
Appearance:ok
Quality:nice

Not sure pa Kasi di pa nagamit masyado ulit Ang sasakyan. Pero mabilis lang daw ikabit. Sana magtagal. Thank you seller sa fast transaction"
joeypicaso,5,2023-12-09 14:01,"Suitability:Perfect
Quality:very good
Appearance:very good

Works well, thank you seller. Keep it up."
jeckleoral_manong10,5,2024-01-24 11:14,"Quality:ang ganda..
Suitability:10/10
Appearance:10/10

Maganda gamitin guys.. mas maganda gamitin amg led kaysa sa hallogen. Di pa masisira lens ng headlight mo"
e3maj_v9b_,5,2024-02-27 02:49,"Suitability:perfect for me
Quality:like it, just hoping it will lasy
Appearance:very satisfied

It works as it was advertised, I like it just like I said, hoping it will last, thank you"
arisavellanefa,5,2023-01-16 08:44,"Appearance:10
Quality:10
Suitability:10

Good quality Ang Ganda po maliwanag po Siya nasubukan ko n sa Gabi Ang Ganda nice seller salamat at Kay kua jnt salamat din shoppe order ulit aq"
p4do0qgggr,5,2022-04-02 10:28,"Very good seller 👍
Excellent Quality - Yes 
Very Accommodating Seller - Yes
Well Packaged Comes with Bubble Wrap
Item Shipped Immediately - Yes"
k*****1,5,2023-08-11 16:05,"Quality:very good
Suitability:very good
Appearance:very good

Salamat seller, shopee, at rider sa product naka bubble wrap nilagay ko agad sa sakyan maganda tingnan."
mumang12,5,2023-02-05 14:21,"Appearance:super sealed
Quality:mas maliwanag siya sa stock
Suitability:👍

Maliwanag siya and working condition siya tska sealed na sealed. Madali lang siyang ilagay

Sana magtagal siya and worth it sa price niya 

Xvczfgbbbjjugffbnkjyrdgjiiyfvnnjitfdbjjutffbjjugfvnjjhgvbjiugbjjuhgbnytgghjuytgjjjjiiiggnnjjjgfb"
ivanvilla24,5,2024-09-07 00:23,"Suitability:goods
Quality:goods

Good"
